Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,Love Live! Nijigasaki High School Idol Club Season 2,7.67,3602,1309,39,TV,13,Finished Airing,"Apr 2, 2022 to Jun 25, 2022",Spring 2022,Saturdays at 22:00 (JST),"Lantis,       Bushiroad,       Sunrise Music,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,Other,Slice of Life,,24 min. per ep.,PG-13 - Teens 13 or older,439,"Idols (Female), Music, School"
Luo Xiao Hei Zhan Ji,The Legend of Luoxiaohei,7.67,8015,1310,5,ONA,28,Finished Airing,"Mar 17, 2011 to Aug 27, 2019",,,"None found, add some","None found, add some",HMCH,Original,"Comedy, Supernatural",,7 min. per ep.,PG-13 - Teens 13 or older,57,
Macross F: Close Encounter - Deculture Edition,,7.67,5815,1311,12,Special,1,Finished Airing,23-Dec-07,,,"None found, add some","None found, add some",Satelight,Original,"Action, Sci-Fi",,27 min.,PG-13 - Teens 13 or older,5,"Mecha, Military, Music, Space"
Meitantei Conan Movie 17: Zekkai no Private Eye,Detective Conan Movie 17: Private Eye in the Distant Sea,7.67,3568,1312,39,Movie,1,Finished Airing,20-Apr-13,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 50 min.,G - All Ages,16,Detective
Meitantei Conan Movie 21: Karakurenai no Love Letter,Detective Conan Movie 21: The Crimson Love Letter,7.67,3955,1313,32,Movie,1,Finished Airing,15-Apr-17,,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Drama, Mystery, Romance",,1 hr. 51 min.,PG-13 - Teens 13 or older,41,"Detective, Historical"
Mousou Dairinin,Paranoia Agent,7.67,546,1314,423,TV,13,Finished Airing,"Feb 3, 2004 to May 18, 2004",Winter 2004,Saturdays at 00:00 (JST),"WOWOW,       Asmik Ace,       Tohokushinsha Film Corporation","Funimation,       Geneon Entertainment USA",Madhouse,Original,"Avant Garde, Drama, Mystery, Supernatural, Suspense",,24 min. per ep.,R+ - Mild Nudity,"5,637","Detective, Psychological"
Ni Tian Xieshen,Against the Gods (2023),7.67,13152,1315,1,ONA,30,Finished Airing,"Sep 23, 2023 to Mar 30, 2024",,,"iQIYI,       High Energy Studio","None found, add some",Foch Films,Web novel,"Action, Fantasy",,21 min. per ep.,PG-13 - Teens 13 or older,12,"Historical, Martial Arts"
Oniichan wa Oshimai!,Onimai: I'm Now Your Sister!,7.67,1550,1316,149,TV,12,Finished Airing,"Jan 5, 2023 to Mar 23, 2023",Winter 2023,Thursdays at 23:30 (JST),"Pony Canyon,       Movic,       AT-X,       TOHO animation,       Tokyo MX,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Ichijinsha,       Bit grooove promotion,       Pia","None found, add some",Studio Bind,Manga,Comedy,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,131","CGDCT, Magical Sex Shift, School"
Rurouni Kenshin DVD-BOX Special Ending,Samurai X DVD-BOX Special Ending,7.67,5027,1317,18,Special,1,Finished Airing,07-May-07,,,"Aniplex,       SME Visual Works,       Fuji TV","None found, add some",Studio Deen,Manga,Romance,,2 min.,G - All Ages,59,Historical
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,Saint Seiya: The Hades Chapter - Recaps,7.67,6314,1318,10,Special,2,Finished Airing,2003,,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Sci-Fi",Shounen,54 min. per ep.,PG-13 - Teens 13 or older,17,
Kindaichi Shounen no Jikenbo Returns 2nd Season,,7.66,5969,1319,12,TV,22,Finished Airing,"Oct 3, 2015 to Mar 26, 2016",Fall 2015,Saturdays at 17:30 (JST),Yomiuri Telecasting,"None found, add some",Toei Animation,Manga,Mystery,Shounen,24 min. per ep.,R - 17+ (violence & profanity),28,
Kuroshitsuji,Black Butler,7.66,121,1320,1,TV,24,Finished Airing,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,Fridays at 01:25 (JST),"Aniplex,       Square Enix,       Yomiko Advertising,       Mainichi Broadcasting System,       Movic,       Trinity Sound,       Hakuhodo DY Media Partners","Funimation,       Aniplex of America",A-1 Pictures,Manga,"Action, Fantasy, Mystery",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"22,735","Historical, Mythology"
Rilakkuma to Kaoru-san,Rilakkuma and Kaoru,7.66,5305,1321,16,ONA,13,Finished Airing,19-Apr-19,,,Netflix,"None found, add some",dwarf,Other,Slice of Life,Kids,11 min. per ep.,PG - Children,180,"Anthropomorphic, Iyashikei"
Seto no Hanayome,My Bride is a Mermaid,7.66,732,1322,329,TV,26,Finished Airing,"Apr 2, 2007 to Oct 1, 2007",Spring 2007,Mondays at 02:00 (JST),"TV Tokyo,       Square Enix,       Sotsu",Funimation,"Gonzo,       AIC",Manga,"Comedy, Fantasy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"2,988","Organized Crime, Parody, School"
Shirobako Movie,,7.66,3091,1323,51,Movie,1,Finished Airing,29-Feb-20,,,"Sotsu,       Infinite,       Imagine",Eleven Arts,P.A. Works,Original,"Comedy, Drama",,2 hr.,PG-13 - Teens 13 or older,72,"Adult Cast, Otaku Culture, Workplace"
Shoujo☆Kageki Revue Starlight,Revue Starlight,7.66,2269,1324,88,TV,12,Finished Airing,"Jul 13, 2018 to Sep 28, 2018",Summer 2018,Fridays at 01:28 (JST),"Pony Canyon,       TBS,       Bushiroad,       Overlap,       Nelke Planning,       APDREAM",Sentai Filmworks,Kinema Citrus,Original,Drama,,24 min. per ep.,PG-13 - Teens 13 or older,"1,510","Music, Performing Arts, School"
Tenkuu no Escaflowne,The Vision of Escaflowne,7.66,1473,1325,160,TV,26,Finished Airing,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,Tuesdays at 18:00 (JST),"TV Tokyo,       Bandai Visual","Funimation,       Bandai Entertainment",Sunrise,Original,"Action, Adventure, Fantasy, Romance, Suspense",,24 min. per ep.,PG-13 - Teens 13 or older,"2,157","Isekai, Love Polygon, Mecha, Psychological"
Toaru Kagaku no Railgun,A Certain Scientific Railgun,7.66,359,1326,611,TV,24,Finished Airing,"Oct 3, 2009 to Mar 20, 2010",Fall 2009,Saturdays at 01:30 (JST),"Geneon Universal Entertainment,       Movic,       AT-X,       ASCII Media Works",Funimation,J.C.Staff,Manga,"Action, Fantasy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"5,909",Super Power
Tokyo Revengers: Seiya Kessen-hen,Tokyo Revengers: Christmas Showdown,7.66,663,1327,357,TV,13,Finished Airing,"Jan 8, 2023 to Apr 2, 2023",Winter 2023,Sundays at 02:08 (JST),"Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       AT-X,       Ultra Super Pictures,       Studio Mausu,       Sammy","None found, add some",LIDENFILMS,Manga,"Action, Drama, Supernatural",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"2,522","Delinquents, Time Travel"
Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with My Absurd Skill,7.66,1070,1328,229,TV,12,Finished Airing,"Jan 11, 2023 to Mar 29, 2023",Winter 2023,Wednesdays at 00:00 (JST),dugout,"None found, add some",MAPPA,Light novel,"Adventure, Comedy, Fantasy, Gourmet",,23 min. per ep.,PG-13 - Teens 13 or older,"1,776",Isekai
ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,7.66,1429,1329,165,TV,12,Finished Airing,"Jan 10, 2017 to Mar 28, 2017",Winter 2017,Tuesdays at 23:00 (JST),"Bandai Visual,       Square Enix,       Lantis,       Nihon Ad Systems,       Banpresto,       Medicos Entertainment,       BS11,       Sony PCL,       Contents Seed",Funimation,Madhouse,Manga,"Drama, Fantasy, Mystery",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"1,493","Adult Cast, Detective"
Bokura wa Minna Kawai-sou,The Kawai Complex Guide to Manors and Hostel Behavior,7.66,609,1330,385,TV,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",Spring 2014,Unknown,TBS,Sentai Filmworks,Brain's Base,Manga,Slice of Life,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,251","Romantic Subtext, School"
Bungou Stray Dogs: Hitori Ayumu,Bungo Stray Dogs 2 - Walking Alone,7.66,1365,1331,175,OVA,1,Finished Airing,04-Aug-17,,,"None found, add some",Funimation,Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min.,PG-13 - Teens 13 or older,365,"Adult Cast, Detective, Organized Crime, Super Power"
Cardcaptor Sakura: Clear Card-hen,Cardcaptor Sakura: Clear Card,7.66,1795,1332,123,TV,22,Finished Airing,"Jan 7, 2018 to Jun 10, 2018",Winter 2018,Sundays at 07:30 (JST),"NHK,       Kodansha,       NHK Enterprises",Funimation,Madhouse,Manga,"Adventure, Comedy, Fantasy, Romance",Shoujo,25 min. per ep.,PG - Children,670,Mahou Shoujo
Dekiru Neko wa Kyou mo Yuuutsu,The Masterful Cat Is Depressed Again Today,7.66,2075,1333,101,TV,13,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",Summer 2023,Saturdays at 02:23 (JST),"Frontier Works,       Mainichi Broadcasting System,       Kodansha,       Movic,       Hakuhodo DY Music & Pictures,       DMM.com","None found, add some",GoHands,Web manga,"Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,643,"Adult Cast, Anthropomorphic"
Doupo Cangqiong 2nd Season Specials,Fights Break Sphere 2nd Season Specials: Song of Desert,7.66,9105,1334,4,ONA,3,Finished Airing,"Apr 14, 2019 to Apr 28, 2019",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy",,28 min. per ep.,PG-13 - Teens 13 or older,14,Mythology
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,7.66,2673,1335,67,Special,1,Finished Airing,22-Jul-15,,,"None found, add some",Aniplex of America,Shuka,Light novel,"Action, Mystery, Supernatural",,23 min.,R - 17+ (violence & profanity),54,
Giovanni no Shima,Giovanni's Island,7.66,3910,1336,33,Movie,1,Finished Airing,22-Feb-14,,,Warner Bros. Japan,GKIDS,Production I.G,Original,"Award Winning, Drama",,1 hr. 42 min.,PG-13 - Teens 13 or older,71,Historical
Hanma Baki: Son of Ogre,Baki Hanma,7.66,1456,1337,162,ONA,12,Finished Airing,30-Sep-21,,,"None found, add some","None found, add some",TMS Entertainment,Manga,Sports,Shounen,24 min. per ep.,R - 17+ (violence & profanity),668,"Combat Sports, Gore"
Hayate no Gotoku!!,Hayate the Combat Butler!!,7.66,1888,1338,115,TV,25,Finished Airing,"Apr 4, 2009 to Sep 19, 2009",Spring 2009,Saturdays at 01:23 (JST),"TV Tokyo,       Geneon Universal Entertainment,       Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment",Sentai Filmworks,J.C.Staff,Manga,"Action, Comedy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,477,"Harem, Parody"
Initial D Battle Stage 2,,7.66,3977,1339,32,OVA,1,Finished Airing,30-May-07,,,OB Planning,"None found, add some",A.C.G.T.,Manga,"Action, Drama",Seinen,1 hr. 20 min.,PG-13 - Teens 13 or older,45,Racing
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,7.65,3039,1340,53,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 00:00 (JST),"TV Tokyo,       Square Enix,       Sotsu,       TV Osaka,       DAX Production,       Avex Pictures,       TV Aichi,       BS TV Tokyo,       MAGNET","None found, add some",Satelight,Manga,"Boys Love, Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,469,"Adult Cast, Workplace"
Ansatsu Kyoushitsu: Kagaijugyou-hen,Assassination Classroom: Extracurricular Lesson,7.65,2557,1341,72,ONA,8,Finished Airing,"Mar 11, 2016 to May 20, 2016",,,"None found, add some","None found, add some",Lerche,Manga,"Action, Comedy",Shounen,5 min. per ep.,PG-13 - Teens 13 or older,175,School
Arslan Senki (TV),The Heroic Legend of Arslan,7.65,626,1342,376,TV,25,Finished Airing,"Apr 5, 2015 to Sep 27, 2015",Spring 2015,Sundays at 17:00 (JST),"Dentsu,       Mainichi Broadcasting System,       Kodansha,       Magic Capsule,       Ultra Super Pictures,       Graphinica,       NBCUniversal Entertainment Japan",Funimation,"SANZIGEN,       LIDENFILMS",Manga,"Action, Adventure, Drama, Fantasy",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"1,740","Historical, Military"
Code Geass: Hangyaku no Lelouch II - Handou,Code Geass: Lelouch of the Rebellion II - Transgression,7.65,2505,1343,75,Movie,1,Finished Airing,10-Feb-18,,,"None found, add some",Funimation,Sunrise,Original,"Action, Sci-Fi",,2 hr. 12 min.,R - 17+ (violence & profanity),113,"Mecha, Military, School, Super Power"
Evangelion Movie 3: Q,Evangelion: 3.0 You Can (Not) Redo,7.65,506,1344,448,Movie,1,Finished Airing,17-Nov-12,,,"None found, add some",Funimation,Khara,Original,"Action, Award Winning, Drama, Sci-Fi, Suspense",,1 hr. 35 min.,PG-13 - Teens 13 or older,"2,053","Mecha, Psychological"
Fairy Tail (2014),Fairy Tail Series 2,7.65,157,1345,1,TV,102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",Spring 2014,Saturdays at 10:30 (JST),"TV Tokyo,       Dentsu",Funimation,"A-1 Pictures,       Bridge",Manga,"Action, Adventure, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"12,316",
Free! Movie 2: Timeless Medley - Yakusoku,Free! The Movie -Timeless Medley- the Promise,7.65,3399,1346,43,Movie,1,Finished Airing,01-Jul-17,,,"None found, add some",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,,1 hr. 37 min.,PG-13 - Teens 13 or older,56,School
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,7.65,2588,1347,71,Special,1,Finished Airing,26-May-06,,,"Kadokawa Shoten,       Happinet Pictures","Funimation,       Kadokawa Pictures USA",Kyoto Animation,Manga,Comedy,,30 min.,PG-13 - Teens 13 or older,97,
Gokinjo Monogatari,Neighborhood Stories,7.65,4316,1348,26,TV,50,Finished Airing,"Sep 10, 1995 to Sep 1, 1996",Fall 1995,Unknown,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Drama, Romance",Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,364,Visual Arts
Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,7.65,269,1349,737,TV,12,Finished Airing,"Jan 11, 2016 to Mar 28, 2016",Winter 2016,Mondays at 00:30 (JST),TOHO animation,Funimation,A-1 Pictures,Light novel,"Action, Adventure, Drama, Fantasy",,24 min. per ep.,R - 17+ (violence & profanity),"6,283",Isekai
Kami nomi zo Shiru Sekai,The World God Only Knows,7.65,344,1350,630,TV,12,Finished Airing,"Oct 7, 2010 to Dec 23, 2010",Fall 2010,Thursdays at 01:50 (JST),"TV Tokyo,       Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"5,770","Harem, Otaku Culture"
Kimi to Boku.,You and Me.,7.65,1295,1351,186,TV,13,Finished Airing,"Oct 4, 2011 to Dec 27, 2011",Fall 2011,Tuesdays at 01:30 (JST),"TV Tokyo,       Aniplex,       Square Enix,       Nihon Ad Systems,       Movic","None found, add some",J.C.Staff,Manga,"Comedy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,386","Iyashikei, School"
Kuroko no Basket NG-shuu,Kuroko's Basketball Specials,7.65,2685,1352,66,Special,9,Finished Airing,"Jul 27, 2012 to Mar 22, 2013",,,"None found, add some","None found, add some",Production I.G,Manga,"Comedy, Sports",Shounen,4 min. per ep.,PG-13 - Teens 13 or older,55,"School, Team Sports"
Mitsudomoe Zouryouchuu!,,7.65,3254,1353,46,TV,8,Finished Airing,"Jan 9, 2011 to Feb 27, 2011",Winter 2011,Unknown,"Lantis,       Cospa,       Studio Mausu","None found, add some",Bridge,Manga,Comedy,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,88,"Gag Humor, School"
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,Mob Psycho 100 II: The Spirits and Such Consultation Office's First Company Outing ~A Healing Trip That Warms the Heart~,7.65,2002,1354,106,OVA,1,Finished Airing,25-Sep-19,,,"Warner Bros. Japan,       KlockWorx,       BS Fuji,       Hakuhodo DY Music & Pictures,       Shogakukan","None found, add some",Bones,Original,"Action, Comedy, Supernatural",,24 min.,PG-13 - Teens 13 or older,88,Super Power
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Natsume’s Book of Friends: Nyanko-Sensei and the First Errand,7.65,3778,1355,35,Special,1,Finished Airing,15-Dec-13,,,"Aniplex,       Nihon Ad Systems,       Ai Addiction","None found, add some",Brain's Base,Manga,"Slice of Life, Supernatural",Shoujo,22 min.,PG-13 - Teens 13 or older,32,"Iyashikei, Mythology"
Ojamajo Carnival!!,,7.65,11931,1356,1,ONA,1,Finished Airing,23-Mar-24,,,Tavac,"None found, add some",Toei Animation,Original,,,1 min.,G - All Ages,5,Mahou Shoujo
Pandora Hearts,,7.65,529,1357,433,TV,25,Finished Airing,"Apr 3, 2009 to Sep 25, 2009",Spring 2009,Fridays at 01:29 (JST),"Square Enix,       TBS,       flying DOG","NIS America, Inc.",Xebec,Manga,"Adventure, Fantasy, Mystery",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"5,229",
Pokemon Movie 01: Mewtwo no Gyakushuu,Pokémon: The First Movie - Mewtwo Strikes Back,7.65,918,1358,267,Movie,1,Finished Airing,18-Jul-98,,,"TV Tokyo,       Shogakukan-Shueisha Productions,       Imagica,       Studio Jack","4Kids Entertainment,       Warner Bros. Pictures",OLM,Game,"Action, Adventure, Award Winning, Comedy, Fantasy",Kids,1 hr. 25 min.,PG - Children,425,
Seikai no Senki,Banner of the Stars,7.65,3813,1359,34,TV,13,Finished Airing,"Apr 14, 2000 to Jul 14, 2000",Spring 2000,Unknown,"Bandai Visual,       WOWOW","Funimation,       Bandai Entertainment",Sunrise,Light novel,"Action, Romance, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,277,"Military, Space"
Shin Mazinger Shougeki! Z-hen,Mazinger Edition Z: The Impact!,7.65,5295,1360,16,TV,26,Finished Airing,"Apr 4, 2009 to Sep 26, 2009",Spring 2009,Unknown,"Lantis,       Dynamic Planning",Discotek Media,"Bee Media,       Code",Manga,"Action, Drama",Shounen,23 min. per ep.,R - 17+ (violence & profanity),166,"Mecha, Super Power"
Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,7.65,3005,1361,54,Movie,1,Finished Airing,14-Aug-99,,,"Movic,       Sega,       King Records,       Audio Tanaka","Nozomi Entertainment,       Central Park Media",J.C.Staff,Original,"Avant Garde, Drama, Fantasy, Girls Love",,1 hr. 25 min.,R+ - Mild Nudity,665,"Mahou Shoujo, School"
Tsuritama,,7.65,1403,1362,169,TV,12,Finished Airing,"Apr 13, 2012 to Jun 29, 2012",Spring 2012,Fridays at 01:15 (JST),"Aniplex,       Dentsu,       Fuji TV,       Sakura Create",Sentai Filmworks,A-1 Pictures,Original,"Comedy, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"2,280",
Xingchen Bian: Po Tian Mi Ju,,7.65,10723,1363,2,ONA,16,Finished Airing,"Jan 23, 2022 to Apr 24, 2022",,,Tencent Penguin Pictures,"None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy, Romance",,25 min. per ep.,PG-13 - Teens 13 or older,22,Martial Arts
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Yuki Yuna is a Hero: The Hero Chapter,7.65,3451,1364,42,TV,6,Finished Airing,"Nov 25, 2017 to Jan 6, 2018",Fall 2017,Fridays at 01:55 (JST),"Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Movic,       KlockWorx,       Kadokawa","Sentai Filmworks,       Ponycan USA",Studio Gokumi,Original,"Drama, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,227,Mahou Shoujo
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,,7.64,5115,1365,17,Movie,1,Finished Airing,15-Jul-95,,,"None found, add some","None found, add some",Toei Animation,Manga,Sports,Shounen,40 min.,PG-13 - Teens 13 or older,12,"School, Team Sports"
Sugar Apple Fairy Tale Part 2,,7.64,2891,1366,58,TV,12,Finished Airing,"Jul 7, 2023 to Sep 22, 2023",Summer 2023,Fridays at 21:30 (JST),"AT-X,       flying DOG,       Crunchyroll,       Kadokawa,       BS Asahi","None found, add some",J.C.Staff,Light novel,"Adventure, Drama, Fantasy, Romance",Shoujo,22 min. per ep.,PG-13 - Teens 13 or older,325,Visual Arts
Working!!,Wagnaria!!,7.64,526,1367,435,TV,13,Finished Airing,"Apr 4, 2010 to Jun 27, 2010",Spring 2010,Unknown,"Aniplex,       Rakuonsha","NIS America, Inc.",A-1 Pictures,4-koma manga,Comedy,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,508","Romantic Subtext, Workplace"
Xing Yu Siwan Nian,Forty Millenniums of Cultivation,7.64,11330,1368,2,ONA,16,Finished Airing,"Oct 4, 2022 to Jan 10, 2023",,,"Tencent Penguin Pictures,       China Literature Limited,       Yuewen Animation & Comics","None found, add some",DC Impression Vision,Web novel,"Action, Fantasy, Sci-Fi",,21 min. per ep.,PG-13 - Teens 13 or older,20,
